Round,CorrectRate,IncorrectRate,UndeterRate,ActiveSensorRate,ActiveAgentRate,DeterminedSensorRate,StepMessageSize,SensorSize,CorrectSensorSizeRate,NetworkSize,FinalSteps,AverageWeight,VarWeight,SimpsonsD,BetterSimpsonD,BadCommunityCorrectRate,BadCommunityIncorrectRate,BadCommunityUndeterRate,NormalCommunityCorrectRate,NormalCommunityIncorrectRate,NormalCommunityUndeterRate,0,1
0,0.0433,0.0067,0.95,400,122,1,535,15,0.866666666666667,300,2000,0.471703879365079,0.0363093496812842,0.998077777777778,0.0499038888888889,NaN,NaN,NaN,0.0433,0.0067,0.95,0.0433,0.0067
1,0.0533,0.0067,0.94,400,94,1,497,15,0.866666666666667,300,2000,0.481991333333333,0.0365273370582222,0.997111111111111,0.0598266666666667,NaN,NaN,NaN,0.0533,0.0067,0.94,0.0533,0.0067
2,0.07,0.01,0.92,400,115,1,517,15,1,300,2000,0.499092666666667,0.0391570460128889,0.995,0.0796,NaN,NaN,NaN,0.07,0.01,0.92,0.07,0.01
3,0.0933,0.0167,0.89,400,119,1,531,15,0.933333333333333,300,2000,0.510391666666667,0.0407445757638889,0.991011111111111,0.109011222222222,NaN,NaN,NaN,0.0933,0.0167,0.89,0.0933,0.0167
4,0.14,0.0033,0.8567,400,141,1,562,15,0.933333333333333,300,2000,0.523425,0.0424918252083334,0.980388888888889,0.140489727777778,NaN,NaN,NaN,0.14,0.0033,0.8567,0.14,0.0033
5,0.1467,0.0067,0.8467,400,152,1,570,15,1,300,2000,0.534826,0.0433644056573333,0.978444444444444,0.149995533333333,NaN,NaN,NaN,0.1467,0.0067,0.8467,0.1467,0.0067
6,0.1733,0.0167,0.81,400,171,1,601,15,0.933333333333333,300,2000,0.549861333333333,0.0460449235715556,0.969677777777778,0.184238777777778,NaN,NaN,NaN,0.1733,0.0167,0.81,0.1733,0.0167
7,0.17,0.0367,0.7933,400,238,1,663,15,0.866666666666667,300,2000,0.561395,0.046584383475,0.969755555555556,0.200448473333333,NaN,NaN,NaN,0.17,0.0367,0.7933,0.17,0.0367
8,0.25,0.0067,0.7433,400,253,1,686,15,0.933333333333333,300,2000,0.576695,0.047439546475,0.937455555555556,0.240644841111111,NaN,NaN,NaN,0.25,0.0067,0.7433,0.25,0.0067
9,0.1633,0.0933,0.7433,400,266,1,690,15,0.8,300,2000,0.595096333333333,0.0492423703532222,0.964611111111111,0.247615672222222,NaN,NaN,NaN,0.1633,0.0933,0.7433,0.1633,0.0933
10,0.1767,0.0733,0.75,400,269,1,698,15,1,300,2000,0.602230333333334,0.0463322019798889,0.963411111111111,0.240852777777778,NaN,NaN,NaN,0.1767,0.0733,0.75,0.1767,0.0733
11,0.26,0.0267,0.7133,400,285,1,722,15,1,300,2000,0.615530666666666,0.0461292414595556,0.931688888888889,0.267115204444444,NaN,NaN,NaN,0.26,0.0267,0.7133,0.26,0.0267
12,0.27,0.0833,0.6467,400,331,1,780,15,1,300,2000,0.632230666666666,0.0474305471928889,0.920155555555556,0.325090957777778,NaN,NaN,NaN,0.27,0.0833,0.6467,0.27,0.0833
13,0.32,0.07,0.61,400,365,1,819,15,0.933333333333333,300,2000,0.646764333333334,0.0471016135612222,0.8927,0.348153,NaN,NaN,NaN,0.32,0.07,0.61,0.32,0.07
14,0.4433,0.0167,0.54,400,527,1,992,15,0.933333333333333,300,2000,0.663631666666667,0.0468282208305556,0.803177777777778,0.369461777777778,NaN,NaN,NaN,0.4433,0.0167,0.54,0.4433,0.0167
15,0.47,0.03,0.5,400,589,1,1060,15,0.8,300,2000,0.696031666666667,0.0462989288305556,0.7782,0.3891,NaN,NaN,NaN,0.47,0.03,0.5,0.47,0.03
16,0.7133,0.0033,0.2833,400,763,1,1337,15,0.933333333333333,300,2000,0.730932,0.0469988212426667,0.491144444444444,0.352003223333333,NaN,NaN,NaN,0.7133,0.0033,0.2833,0.7133,0.0033
17,0.84,0.0033,0.1567,400,781,1,1428,15,0.933333333333333,300,2000,0.769498666666667,0.0426575851982223,0.294388888888889,0.24825815,NaN,NaN,NaN,0.84,0.0033,0.1567,0.84,0.0033
18,0.0867,0.81,0.1033,400,951,1,1575,15,0.8,300,2000,0.798965666666667,0.0386516467212223,0.336388888888889,0.301639916666667,NaN,NaN,NaN,0.0867,0.81,0.1033,0.0867,0.81
19,0.97,0,0.03,400,866,1,1561,15,1,300,2000,0.824199,0.0364085049656666,0.0591,0.057327,NaN,NaN,NaN,0.97,0,0.03,0.97,0
20,0.99,0.0033,0.0067,400,884,1,1613,15,0.933333333333333,300,2000,0.829865666666667,0.0333766051878889,0.019888888888889,0.0197556333333334,NaN,NaN,NaN,0.99,0.0033,0.0067,0.99,0.0033
21,0.9933,0,0.0067,400,844,1,1594,15,1,300,2000,0.841265666666667,0.0316919879878889,0.013288888888889,0.0131998533333334,NaN,NaN,NaN,0.9933,0,0.0067,0.9933,0
22,0.9967,0,0.0033,400,848,1,1600,15,1,300,2000,0.846265666666667,0.0301193313212222,0.00665555555555553,0.0066335922222222,NaN,NaN,NaN,0.9967,0,0.0033,0.9967,0
23,1,0,0,400,808,1,1600,15,1,300,2000,0.851265666666666,0.0286280079878889,0,0,NaN,NaN,NaN,1,0,0,1,0
24,0.99,0.01,0,400,836,1,1630,15,0.933333333333333,300,2000,0.854132333333333,0.0271357737212222,0.0198,0.0198,NaN,NaN,NaN,0.99,0.01,0,0.99,0.01
25,0.0667,0.9,0.0333,400,821,1,1622,15,1,300,2000,0.855932333333333,0.0263640173212222,0.185555555555555,0.179376555555555,NaN,NaN,NaN,0.0667,0.9,0.0333,0.0667,0.9
26,0.9833,0.0033,0.0133,400,789,1,1601,15,0.933333333333333,300,2000,0.860165666666666,0.0253803824545556,0.0330444444444445,0.0326049533333334,NaN,NaN,NaN,0.9833,0.0033,0.0133,0.9833,0.0033
27,1,0,0,400,780,1,1611,15,1,300,2000,0.861932333333333,0.0246353626545556,0,0,NaN,NaN,NaN,1,0,0,1,0
28,0.9933,0.0033,0.0033,400,757,1,1598,15,0.933333333333333,300,2000,0.862698999999999,0.0239396319656667,0.0132777777777779,0.0132339611111112,NaN,NaN,NaN,0.9933,0.0033,0.0033,0.9933,0.0033
29,0.04,0.9533,0.0067,400,746,1,1608,15,0.8,300,2000,0.864565666666666,0.0234271112545556,0.0895555555555555,0.0889555333333333,NaN,NaN,NaN,0.04,0.9533,0.0067,0.04,0.9533
30,0.9867,0,0.0133,400,785,1,1602,15,1,300,2000,0.859432333333333,0.0233332743212222,0.0264888888888888,0.0261365866666666,NaN,NaN,NaN,0.9867,0,0.0133,0.9867,0
